claim_id,chapter,claim,source_ids,locator,evidence_type,limitations
EXE03,17,"Wolfers and Zitzewitz's abstract describes sufficient conditions under which a market price approximates average belief, and biased approximations when those conditions fail.",WZ2006,NBER working-paper abstract,theoretical_abstract,"Working paper, not peer-reviewed; used here only to caution that a model's own forecast is likewise not automatically well calibrated."
EXE04,17,"Kalshi's settlement documentation distinguishes ordinary YES/NO settlement from a scalar or sub-cent settlement path with its own fee/rounding treatment, and states that settlement timing can vary.",KALSHI_SETTLEMENT,Market Settlement page (complete inspected page),official_documentation,Describes one venue's current mechanism; does not establish identical treatment at other venues or for every contract.
R035,17,The documented public CLOB response includes price and size levels and trading constraints such as tick size and minimum order size.,POLYMARKET_BOOK,Fetch an Order Book: API response example,official_documentation,A quote is not a fill guarantee; rights and freshness must be checked separately.
EXE05,18,"Kalshi's inspected order-book guide documents bid-only arrays with fixed-point quantities, from which an ordinary binary ask is inferred rather than separately listed.",KALSHI_BOOK,Response Structure; Why Only Bids?,official_documentation,Schema description only; not a queue-position guarantee or a historical archive of any specific resting order.
EXE06,18,"Polymarket's public order-book documentation exposes price/size levels together with a response timestamp, state hash, minimum order size, and tick size.",POLYMARKET_BOOK,Prices and Order Books page,official_documentation,"A response hash establishes a returned snapshot's identity, not complete historical coverage or queue position within it."
EXE07,18,"Polymarket's resolution documentation describes disputes, additional-context clarifications, and an exceptional Unknown/50-50 outcome that redeems each side at 0.50.",POLYMARKET_RESOLUTION,Resolution Rules; Challenge Period; UMA Vote table,official_documentation,Describes one documented venue mechanism; not a frequency estimate or a claim that every venue uses the same exceptional payout.
R036,18,"The inspected Kalshi historical endpoint list covers markets, candles and trades but does not establish full historical order-book or queue coverage.",KALSHI_HISTORY,Historical Endpoints,official_documentation,"Absence from this inspected list is a limitation of established evidence, not a claim that no other authorized archive exists."
E010,19,White's Reality Check compares the best expected candidate performance in a specified search family with a benchmark.,WHITE2000,Section 2a; pp. 1099-1101; maximum-over-candidates null,full_text_section,Evaluating only the selected winner does not represent the searched family; correct trial records are required.
E011,19,White's inspected dependent bootstrap uses common geometrically distributed blocks and centers candidate performance differences for a least-favorable-null comparison.,WHITE2000,Section 2b; pp. 1102-1104,full_text_section,"Stationarity, strong mixing, block-length behavior and other asymptotic regularity conditions are substantive assumptions; not all Appendix proofs inspected."
E012,19,The stationary-bootstrap abstract describes random geometric block lengths and conditionally stationary resampled pseudo-series for weakly dependent stationary observations.,POLITIS1994,Complete primary publisher abstract,method_abstract,No original full-proof audit or particular event-data block length is established.
EXE08,19,"Bailey, Borwein, Lopez de Prado, and Zhu propose a probability-of-backtest-overfitting framework using combinatorially symmetric cross-validation, motivated by the risk of repeatedly inspecting a holdout during investment research.",BAILEY2017,Institutional abstract (Western Michigan University record),method_abstract,"Specific CSCV procedure not independently reproduced here; applicability to sparse, dependent event-contract labels needs separate scrutiny."
EXE09,19,White's reality check tests the best of several candidates' expected performance against a stated benchmark using a least-favorable-null construction and common random-length bootstrap blocks for dependent data.,WHITE2000,"Abstract/introduction opening (p. 1097) and Section 2a-2b through p. 1104, University of Wisconsin article copy",full_text_section,"Setup assumes stationary strong-mixing observations, point-in-time predictors and further asymptotic regularity; Appendix proofs not audited; cannot recover undisclosed trials, fix leakage or validate fictitious fills/costs."
EXE10,19,Benjamini and Hochberg's abstract defines the false-discovery-rate objective and states a control result for independent test statistics.,BENJAMINI1995,Publisher-deposited abstract,method_abstract,Control result is stated for independent test statistics; extension to dependent strategy trials is not established by this citation alone.
EXE11,19,"Politis and Romano's stationary bootstrap uses geometrically distributed random block lengths to build a conditionally stationary resampled pseudo-series, supporting asymptotic inference for weakly dependent stationary observations.",POLITIS1994,Complete primary publisher abstract,method_abstract,"Full proofs and any specific block-length choice not audited; do not extend to arbitrary dependence, nonstationarity or a conveniently chosen event-sampling unit."
EXE12,19,"Howard, Ramdas, McAuliffe, and Sekhon construct time-uniform confidence sequences using a filtration and an exponential-supermartingale argument, giving coverage across every stopping time rather than one predetermined look.",HOWARD2021,Abstract and Section 2 (filtration and exponential-supermartingale setup),full_text_section,Time-uniform coverage depends on the method's own stated model; it does not cure leakage or turn dependent repeated observations into independent draws.
R037,19,Bailey and colleagues propose a probability-of-backtest-overfitting framework with combinatorially symmetric cross-validation implementations.,BAILEY2017,Institutional abstract,method_abstract,Not a universal cure for dependent event data; journal publication is 2017.
R038,19,The original false-discovery-rate paper's inspected abstract states a control result for independent test statistics.,BENJAMINI1995,Publisher-deposited abstract,theoretical_abstract,Do not extend the claim to arbitrary dependence or invalid input p-values.
R039,19,"Confidence sequences offer simultaneous-in-time coverage under stated process conditions, with a filtration and conditional-expectation estimand made explicit.",HOWARD2021,Section 2: equations 3-6 and Definitions 1-2,full_text_section,"Time-uniformity does not remove process assumptions, leakage, selection or repeated-event dependence."
EXE13,20,"Polymarket's documentation distinguishes individual market and outcome-token identifiers from an event container that groups several markets, and states that only some multi-market events are mutually exclusive.",POLYMARKET_MARKETS,Events; Multi-Market Events sections,official_documentation,Grouping description only; actual exclusivity of any specific set of contracts requires a separate rules check.
EXE14,20,"Polymarket's inspected resolution documentation identifies disputes, additional-context clarifications and an exceptional Unknown/50-50 payout.",POLYMARKET_RESOLUTION,Resolution Rules; Challenge Period; UMA Vote table; Clarifications,official_documentation,Does not establish a generic void-with-full-refund convention; actual contracts require their own complete payout-state audit.
EXE15,20,"Hanson's logarithmic market-scoring construction is presented as supporting modular, combinatorial information aggregation across related questions.",HANSON2007,Publisher abstract,theoretical_abstract,Full cost-function proof not independently audited here; a designed scoring mechanism is not evidence that independently listed contracts already form a compatible basket.
EXE16,20,"Abernethy, Chen, and Vaughan's convex-optimization framework addresses market making for bounded-payoff securities using convex-hull cost structures over related outcomes.",ABERNETHY2013,Institutional abstract (Microsoft Research record),theoretical_abstract,"Mechanism-design theory for a market maker's own book; not a claim that two independently quoted, separately listed contracts are automatically executable as one basket."
R040,20,An event container can group related markets without every such group being mutually exclusive.,POLYMARKET_MARKETS,Events; Multi-Market Events,official_documentation,Shared grouping alone does not prove an exhaustive partition or rule equivalence.
R041,20,The convex-market-design abstract treats bounded-payoff securities through convex cost functions and convex-hull optimization.,ABERNETHY2013,Microsoft Research institutional abstract,theoretical_abstract,Institutional mechanism design is not proof of executable basket arbitrage.
E013,21,Informational adverse selection can create a positive spread even for a risk-neutral specialist making zero expected transaction profits.,GLOSTEN1985,"Author reprint abstract and Section 1 opening; PDF pp. 1-3, visually inspected",full_text_section,Specialist-stock-market model with zero transaction costs and no binding inventory/cash constraints; not an observed prediction-market spread.
E014,21,The specialist's buy and sell valuations condition on information revealed by the direction of the incoming trade.,GLOSTEN1985,"Author reprint Section 1; PDF p. 3, visually inspected",full_text_section,"A mechanism for fill-conditioned beliefs, not a measured adverse-selection effect for any specific venue."
E015,21,"Avellaneda-Stoikov's main setup uses driftless arithmetic-Brownian stock prices, exponential terminal-wealth utility and distance-dependent Poisson arrivals.",AVELLANEDA2008,Sections 2.1-2.5; pp. 218-220,full_text_section,Stock-model analogy; unbounded prices and terminal marking differ from bounded event payouts and settlement jumps.
E016,21,The simple reservation-price and spread expressions in equations 29-30 are approximate quotes under symmetric exponential arrival rates.,AVELLANEDA2008,Section 3.2; p. 221,full_text_section,Do not call this the exact general HJB solution; the paper focuses on inventory risk rather than a full adverse-selection model.
E021,21,"Kyle's abstract specifies a single risk-neutral insider, random noise traders and competitive risk-neutral market makers.",KYLE1985,Complete primary Econometric Society abstract in raw HTML,theoretical_abstract,Its continuous-limit equilibrium properties are not empirical laws of event prices or evidence about any particular counterparty.
OPS01,21,"A specialist-market model's inspected introduction shows superior counterparty information can generate a positive bid-ask spread even under a risk-neutral specialist earning zero expected transaction profit, and that binding inventory constraints can force departure from that zero-profit pricing.",GLOSTEN1985,Author-hosted reprint PDF pp. 1-3; abstract and opening Section 1,full_text_section,"Only the abstract and opening Section 1 were inspected, not the formal model or proofs; a stock specialist-market analogy, not direct evidence for any prediction venue; the chapter's fill-conditioned mixture derivation is independently constructed."
OPS02,21,"A continuous-auction model describes an equilibrium with one risk-neutral insider, noise traders and competitive risk-neutral market makers in which, in the continuous-trading limit, prices follow a Brownian process with constant depth and eventual full information incorporation.",KYLE1985,Publisher raw HTML abstract (div.abstract),theoretical_abstract,"Only the complete abstract was inspected, not the full article or proofs; an equilibrium conclusion under a specified model, not an empirical law of event-market prices."
OPS03,21,"An inventory-aware limit-order-book market-making model builds a finite-horizon reservation-price/quote-skew rule on a driftless arithmetic Brownian mid-price, exponential terminal-wealth utility and distance-decaying Poisson arrivals, with its simple quoted bid/ask expressions (equations 29-30) stated as an approximation and its reported performance from numerical simulations marked to the terminal midpoint.",AVELLANEDA2008,"Sections 2.1-2.5 and 3.1-3.3, pp. 218-223; equations 1, 8, 12, 20 and 29-30",full_text_section,"Main text and cited equations were inspected, not the Appendix in full; terminal midpoint valuation is not an executed liquidation or a binary contractual settlement. A binary payout does not require a price jump at the administrative settlement instant."
OPS04,21,Real fee rounding accumulates across an order's fills and real settlement timing and fees can vary by contract and clearing arrangement rather than being one flat constant.,KALSHI_ROUNDING;KALSHI_SETTLEMENT,Overview; Rounding Mechanics; Fee Accumulator | How It Works; Settlement Timing; Fees,official_documentation,"Not the complete market-specific fee schedule; this chapter's own worked examples use an invented flat per-unit fee for arithmetic clarity, not these figures."
R042,21,Market-dependent fees and rounding distinguish modeled spread revenue from actual net receipts.,POLYMARKET_FEES;KALSHI_ROUNDING,Fee Structure; Fee Accumulator,official_documentation,This operational observation does not validate any market-making model or profit estimate.
E018,22,Kelly distinguishes expected log-growth from expected capital and shows that repeated all-in bets can lead to eventual ruin despite attractive expected capital.,KELLY1956,The gambler with a private wire; pp. 918-920,full_text_section,Repeated-bet model assumptions matter; this is not a finite-horizon safety guarantee for estimated probabilities.
E019,22,Kelly's conclusion limits the stated dominance comparison to fixed allocations per received symbol and identifies reinvestment and stake control as essential.,KELLY1956,Conclusion; pp. 925-926,full_text_section,The paper explicitly leaves broader time-dependent policy comparisons open and supplies no universal safe fractional-Kelly rule.
E020,22,Kelly's track-take treatment permits retaining capital rather than betting the entire bankroll.,KELLY1956,When there is a track take; pp. 923-925,full_text_section,"The general case assumes independent transmitted symbols and noise; venue fees, correlated contracts and capital lockup require their own model."
OPS05,22,"Kelly's own binary betting example shows repeated full-stake betting on a favorable bet can still lead to eventual ruin, motivating maximization of expected log wealth over expected wealth; the paper limits its dominance claim to fixed per-outcome staking rules and treats stake-size control and reinvestment as essential, using base-two logarithms.",KELLY1956,"The gambler with a private wire, pp. 918-920; The general case, pp. 920-922; track take, pp. 923-925; Conclusion, pp. 925-926",full_text_section,"The source's communication-channel model with independent transmitted symbols and known probabilities is not an estimated event-market forecast; this chapter's fully collateralized binary-payout sizing derivation is independently constructed for this book, not reproduced from the source text; log-growth optimality does not guarantee finite-horizon safety or a universal fractional-Kelly rule."
OPS06,22,"Real venue fees can be price- and size-dependent rather than a flat per-unit amount, and settlement collateral is not always plain cash.",POLYMARKET_FEES;POLYMARKET_COLLATERAL,Fee Structure; Fee Precision | Why pUSD; Key facts,official_documentation,"Time-varying and product-specific documentation; this chapter's constant-fee sizing examples are invented teaching costs, not these schedules."
OPS07,22,Real fee accumulation is maintained per order across its fills rather than computed once on the full requested size.,KALSHI_ROUNDING,Rounding Mechanics; Fee Accumulator,official_documentation,Not a universal rule across venues; does not replace checking the currently effective schedule before sizing a real order.
R043,22,"Settlement timing can vary with data availability and review, and actual settlement processing can involve net positions and rounding.",KALSHI_SETTLEMENT,Settlement Timing; Fees,official_documentation,"A product-specific operational example, not a quantified capital-lockup model."
OPS08,23,Off-policy evaluation from logged bandit data must correct for the difference between the logging (behavior) policy and the evaluated (target) policy using known propensities.,DUDIK2011,arXiv abstract and Comments,method_abstract,"Abstract-level pointer; requires known, positive propensities and adequate action support, which an arbitrary historical log may not provide."
OPS09,23,"Standard off-policy deep reinforcement learning trained on a fixed batch of data can extrapolate poorly to actions unlike those in the data, motivating batch-constrained methods.",FUJIMOTO2019,PMLR abstract,empirical_abstract,Continuous-control robotics benchmark results; not a market-execution or profitability finding.
OPS10,23,Repeated inspection and selection over multiple backtests or evaluation splits inflates the probability that an impressive result reflects overfitting rather than a real effect.,BAILEY2017,Institutional abstract and WMU ScholarWorks Citation,method_abstract,Abstract-level pointer; does not certify any specific train/test market-regime split in this chapter as immune to selection.
R044,23,The doubly robust policy-evaluation abstract addresses differences between logged and target action distributions using reward and behavior-policy models.,DUDIK2011,arXiv abstract,method_abstract,Passive market observations are not automatically suitable action-reward logs; support assumptions remain necessary.
R045,23,The fixed-batch RL paper reports extrapolation problems when data differ from the current policy distribution and proposes batch-constrained behavior.,FUJIMOTO2019,PMLR abstract,empirical_abstract,Continuous-control experiments do not establish execution simulator fidelity or trading profit.
OPS11,24,Time-uniform confidence sequences can provide valid coverage under continuous monitoring rather than only at one predetermined sample size.,HOWARD2021,"Abstract; Section 2, equations 3-6 and Definitions 1-2",full_text_section,Requires a stated filtration and exponential-supermartingale condition; does not fix event-dependence or a leaked label in a monitored feed.
OPS12,24,Live/historical data partitions and a mock-funds demo environment are explicitly documented as distinct from a complete historical order-book archive and from live-market fidelity.,KALSHI_HISTORY;KALSHI_DEMO,Cutoff Timestamps and Historical Endpoints | Warning and endpoint table,official_documentation,Not a redistribution license and not proof of live-liquidity fidelity; describes one venue's documented mechanics only.
OPS13,24,A retrieved venue terms page can display a geographic/product restriction notice without exposing its complete operative terms.,POLYMARKET_TERMS,Geographic/product banner in retrieved response,official_documentation,"Partial official response; does not establish full eligibility, current requirements, or data-reuse permission for any specific reader."
R046,24,Kalshi's demo uses mock funds and separate credentials and warns that market price and behavior may not reflect real markets.,KALSHI_DEMO,Opening paragraphs; Warning,official_documentation,Mechanics validation only; no live-liquidity claim.
HYP01,25,Market scoring and convex market design are established research areas related to the proposed agenda.,HANSON2007;ABERNETHY2013,Inspected publisher and author-institution abstracts,related_work,These sources do not establish novelty or profitability of the chapter's proposals.
HYP02,25,"The inspected Polymarket resolution documentation includes disputes, additional context and an exceptional half-dollar payout.",POLYMARKET_RESOLUTION,Challenge Period; Clarifications; UMA Vote table,official_documentation,Not a frequency estimate or a claim that all venues share this mechanism.
HYP03,25,An event container does not by itself establish that all grouped markets form a mutually exclusive partition.,POLYMARKET_MARKETS,Events; Multi-Market Events,official_documentation,Actual contract relationships require an audit of compatible rules and outcomes.
HYP04,25,"Forecast-distribution aggregation research studies coherence, calibration and dispersion.",GNEITING2013,Author-manuscript abstract,related_work,No claim that the proposed projection improves event-market scores or returns.
HYP05,25,Policy evaluation must address differences between logged actions and target actions.,DUDIK2011,Author-deposited abstract,method_abstract,The abstract does not establish valid estimates without support and the necessary logging assumptions.
HYP06,25,Fixed-dataset policy learning can face extrapolation problems outside the data's action distribution.,FUJIMOTO2019,Primary proceedings abstract,empirical_abstract,Continuous-control results motivate caution and do not validate a trading simulator.
HYP07,25,Distribution stacking and domain-adversarial learning provide related work for pooling and transfer proposals.,YAO2018;GANIN2016,Author-manuscript and JMLR abstracts,related_work,Neither source establishes successful transfer between the proposed contract families.
HYP08,25,Backtest-overfitting research is relevant to recording strategy-selection choices.,BAILEY2017,Institutional abstract,method_abstract,No universal inference guarantee for sparse dependent event samples is claimed.
R047,25,Convex market design and predictive-distribution aggregation are established research areas relevant to proposed consistency and pooling hypotheses.,ABERNETHY2013;GNEITING2013,Inspected abstracts,theoretical_abstract,"These sources establish related work, not novelty or profitability of a proposed research idea."
QS01,26,"A single favorable point estimate from a strategy or pattern search is a claim requiring evidence, not a self-certifying finding, and searching among several holdout evaluations increases the chance of reporting an overfit result.",BAILEY2017,Institutional abstract and WMU ScholarWorks Citation,method_abstract,"Abstract-level pointer; does not certify this chapter's fixed two-bin split as immune to selection, and its combinatorial procedure is not reproduced here."
QS02,26,"A reality-check-style comparison of the single best rule from a candidate set requires accounting for the whole set considered, not only the reported winner.",WHITE2000,Abstract/introduction p.1097; Section 2a-2b through p.1104,full_text_section,"Asymptotic, stationary-data theory; does not repair leakage, undocumented search, or execution accounting, and this chapter's own bin choice is fixed in source rather than using this specific bootstrap procedure."
QS03,26,"Controlling a false discovery rate is a distinct statistical qualification from controlling the single best result of a search, and both require a well-defined test family and valid input p-values.",BENJAMINI1995,Publisher-deposited abstract,empirical_abstract,Metadata/abstract-level pointer; original procedure does not certify arbitrary dependence among prediction-market-style repeated event observations.
QS04,26,"The NOAA Global Monitoring Laboratory's Mauna Loa carbon dioxide record is real, attributed, current-vintage observational data usable for a disclosed, non-market forecasting exercise under NOAA's public-use policy.",NOAA_CO2;NOAA_DATA;NOAA_POLICY,Data header and schema; Data/citation guidance; Data and Products policy section,data_provenance,Current/final vintage subject to revision; no verified historical publication timestamps; not a prediction-market or issued-forecast archive.
R048,26,A real NOAA CO2 extract can support a retrospective forecast-scoring exercise but does not supply historical market quotes or first-release vintages.,NOAA_CO2;NOAA_DATA,Dataset header; revision warning,data_provenance,"Study design recommendation, not a reported experiment result or proof of a market edge."
QS05,27,The inspected scoring treatment supports strict propriety of categorical quadratic and logarithmic scores; the book explicitly converts the source's reward orientation and binary quadratic normalization.,GNEITING2007,"Sections 2.1, 2.3, 3.1-3.2",full_text_section,"The categorical binary squared-error sum is twice the single-YES loss after sign reversal; propriety does not guarantee calibration or profit, and the fixed-equal blend is not reproduced from this source."
QS06,27,"Averaging or blending several point forecasts can outperform a single constituent forecast in some empirical settings, motivating this chapter's fixed equal-weight ensemble as a defensible baseline combination rather than a proof of universal improvement.",BATES1969;GNEITING2013,Complete publisher abstract | Author-deposited arXiv abstract,empirical_abstract,Point-forecast and predictive-distribution case studies respectively; neither shows prediction-market profitability or that this specific fixed-equal blend is optimal for this fixture.
QS07,27,"Polymarket's documented resolution process allows disputes, clarifications, and an exceptional 50/50 payout, so a market's short title does not by itself establish that a headline outcome equals its contractual payout.",POLYMARKET_RESOLUTION,"Rules, proposal/challenge flow, UMA Vote table, redemption sections",official_documentation,Describes one venue's documented mechanics at inspection time; not evidence about this chapter's own wholly synthetic event or order books.
R049,27,NOAA's current-vintage monthly source includes interpolation flags and a documented 2022-2023 measurement-location change.,NOAA_CO2,Dataset method/provenance header,data_provenance,"Preserve calendar gaps, exclusions and source-version limitations rather than treating all rows as comparable as-of observations."
QS08,28,"A verified complementary partition's guaranteed payout floor depends on the legs sharing one event, one resolution source, and one complete exceptional-payout state space, none of which is established by matching contract titles or descriptions alone.",POLYMARKET_RESOLUTION;POLYMARKET_COLLATERAL,Rules and clarification sections | Why pUSD; Key facts,official_documentation,"Documents one venue's disclosed exceptional states and collateral distinction at inspection time; this chapter's own three-state partition is an invented fixture, not a claim about any specific real contract set."
QS09,28,"Real per-unit fees can accumulate across an order's fills and can be price- and size-dependent rather than a flat invented constant, so a basket's arithmetic profit floor is sensitive to which fee model is actually used.",KALSHI_ROUNDING;POLYMARKET_FEES,Rounding Mechanics; Fee Accumulator | Fee Precision and category table,official_documentation,"Time-varying, market-specific documentation; this chapter's flat USD 0.01 per-unit fee is an invented teaching cost, not either schedule."
R050,28,Compatible outcome-token mappings and contract rules must be checked before interpreting an event grouping as a basket.,POLYMARKET_MARKETS;POLYMARKET_RESOLUTION,Markets; Multi-Market Events; Resolution Rules,official_documentation,A grouping or natural-language similarity alone does not establish executable arbitrage.
E017,29,"The Avellaneda-Stoikov strategy comparisons are numerical simulations under specified parameters, not historical executable-return backtests.",AVELLANEDA2008,Section 3.3; pp. 222-223,full_text_section,"Costless quote changes, one-share fills and terminal midpoint marking omit real execution frictions; no live-market profit inference."
QS10,29,"Specialist- and informed-order-flow pricing models describe how quoted spreads can compensate a market maker for adverse selection from better-informed counterparties, offered here strictly as a stock-market analogy for why a resting quote can lose to informed flow.",GLOSTEN1985;KYLE1985,Abstract and opening Section 1 discussion | Complete primary abstract,theoretical_abstract,"Continuous-market, competitive risk-neutral-pricing analogies; not empirical evidence about any specific prediction-market venue's spreads or fills."
QS11,29,"Avellaneda-Stoikov's approximate quote formulas assume an arithmetic Brownian stock price, exponential utility and Poisson arrivals; the reported comparison uses simulated fills and terminal midpoint valuation rather than historical executable returns.",AVELLANEDA2008,"Sections 1-3, pp.217-223; equations 29-30; Section 3.3 simulations",full_text_section,"Continuous costless quote changes, one-share fills and midpoint marks omit real frictions; bounded contractual payouts require a separately justified model. This quickstart implements no Avellaneda-Stoikov fit or quoting optimizer."
QS12,29,"Real venue fee schedules are documented as price- and size-dependent and subject to change, so this chapter's flat invented per-unit fee cannot be read as a current or universal maker fee.",KALSHI_ROUNDING;POLYMARKET_FEES,Rounding Mechanics; Fee Accumulator | Fee Precision and category table,official_documentation,"Same time-varying, market-specific caveat as QS09; repeated here because this chapter's stress-mark arithmetic depends on the same invented fee assumption."
R051,29,A demo experiment cannot establish live market-making behavior when the provider explicitly warns its price and behavior may differ.,KALSHI_DEMO,Warning,official_documentation,No simulated profit should be reported as historical executable performance.
QS13,30,"Repeated inspection and selection across evaluation splits or strategy variants is a documented mechanism for reporting an overfit result, which is why this chapter's checklist requires research review to have occurred before, not after, a live decision.",BAILEY2017,Institutional abstract and WMU ScholarWorks Citation,method_abstract,"Abstract-level pointer; supports the general caution, not a certification of any specific reader's review process."
QS14,30,"A venue's mock-funds demo and its published live/historical data partitions are explicitly documented as distinct from complete historical order-book coverage and from live-market execution fidelity, supporting this chapter's refusal to treat any paper or demo result as live-readiness evidence.",KALSHI_DEMO;KALSHI_HISTORY,Warning and endpoint table | Cutoff Timestamps and Historical Endpoints,official_documentation,Describes one venue's documented mechanics at inspection time; not a redistribution license or a universal claim about every venue's demo or historical data.
QS15,30,"A retrieved venue terms page can display a geographic or product restriction notice without exposing complete operative eligibility terms, so independent, current verification is required before assuming eligibility.",POLYMARKET_TERMS,Geographic/product banner in retrieved response,official_documentation,"Partial official response; does not establish full eligibility, current requirements, or data-reuse permission for any specific reader, and this book does not endorse bypassing any restriction."
R052,30,The retrieved geographic notice distinguishes polymarket.com from polymarket.us while leaving full operative terms unverified.,POLYMARKET_TERMS,Geographic/product notice,official_documentation,"No individualized eligibility determination, geographic bypass or funded execution is authorized."
