event_id,group_id,family_id,event_time,published_at,observed_at,decision_at,label_available_at,signal,horizon_hours,market_probability,outcome,text,synthetic
toy-0046,toy-0046,invented-recurring,2025-02-16T18:00:00+00:00,2025-02-16T14:50:00+00:00,2025-02-16T14:58:00+00:00,2025-02-16T15:00:00+00:00,2025-02-17T06:00:00+00:00,1.66443,3.0,0.803856,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0047,toy-0047,invented-recurring,2025-02-17T18:00:00+00:00,2025-02-17T05:50:00+00:00,2025-02-17T05:58:00+00:00,2025-02-17T06:00:00+00:00,2025-02-18T06:00:00+00:00,0.237159,12.0,0.433193,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0047,toy-0047,invented-recurring,2025-02-17T18:00:00+00:00,2025-02-17T14:50:00+00:00,2025-02-17T14:58:00+00:00,2025-02-17T15:00:00+00:00,2025-02-18T06:00:00+00:00,0.253174,3.0,0.597889,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0048,toy-0048,invented-recurring,2025-02-18T18:00:00+00:00,2025-02-18T05:50:00+00:00,2025-02-18T05:58:00+00:00,2025-02-18T06:00:00+00:00,2025-02-19T06:00:00+00:00,-3.007548,12.0,0.117185,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0048,toy-0048,invented-recurring,2025-02-18T18:00:00+00:00,2025-02-18T14:50:00+00:00,2025-02-18T14:58:00+00:00,2025-02-18T15:00:00+00:00,2025-02-19T06:00:00+00:00,-1.292467,3.0,0.352665,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0049,toy-0049,invented-recurring,2025-02-19T18:00:00+00:00,2025-02-19T05:50:00+00:00,2025-02-19T05:58:00+00:00,2025-02-19T06:00:00+00:00,2025-02-20T06:00:00+00:00,-1.543789,12.0,0.305772,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0049,toy-0049,invented-recurring,2025-02-19T18:00:00+00:00,2025-02-19T14:50:00+00:00,2025-02-19T14:58:00+00:00,2025-02-19T15:00:00+00:00,2025-02-20T06:00:00+00:00,-1.644968,3.0,0.39144,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0050,toy-0050,invented-recurring,2025-02-20T18:00:00+00:00,2025-02-20T05:50:00+00:00,2025-02-20T05:58:00+00:00,2025-02-20T06:00:00+00:00,2025-02-21T06:00:00+00:00,-1.109043,12.0,0.574736,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0050,toy-0050,invented-recurring,2025-02-20T18:00:00+00:00,2025-02-20T14:50:00+00:00,2025-02-20T14:58:00+00:00,2025-02-20T15:00:00+00:00,2025-02-21T06:00:00+00:00,-0.46701,3.0,0.516884,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0051,toy-0051,invented-recurring,2025-02-21T18:00:00+00:00,2025-02-21T05:50:00+00:00,2025-02-21T05:58:00+00:00,2025-02-21T06:00:00+00:00,2025-02-22T06:00:00+00:00,1.439016,12.0,0.493082,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0051,toy-0051,invented-recurring,2025-02-21T18:00:00+00:00,2025-02-21T14:50:00+00:00,2025-02-21T14:58:00+00:00,2025-02-21T15:00:00+00:00,2025-02-22T06:00:00+00:00,-0.56733,3.0,0.543466,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0052,toy-0052,invented-recurring,2025-02-22T18:00:00+00:00,2025-02-22T05:50:00+00:00,2025-02-22T05:58:00+00:00,2025-02-22T06:00:00+00:00,2025-02-23T06:00:00+00:00,0.689279,12.0,0.52398,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0052,toy-0052,invented-recurring,2025-02-22T18:00:00+00:00,2025-02-22T14:50:00+00:00,2025-02-22T14:58:00+00:00,2025-02-22T15:00:00+00:00,2025-02-23T06:00:00+00:00,-0.181696,3.0,0.445224,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0053,toy-0053,invented-recurring,2025-02-23T18:00:00+00:00,2025-02-23T05:50:00+00:00,2025-02-23T05:58:00+00:00,2025-02-23T06:00:00+00:00,2025-02-24T06:00:00+00:00,-0.551843,12.0,0.37015,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0053,toy-0053,invented-recurring,2025-02-23T18:00:00+00:00,2025-02-23T14:50:00+00:00,2025-02-23T14:58:00+00:00,2025-02-23T15:00:00+00:00,2025-02-24T06:00:00+00:00,0.651682,3.0,0.649634,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0054,toy-0054,invented-recurring,2025-02-24T18:00:00+00:00,2025-02-24T05:50:00+00:00,2025-02-24T05:58:00+00:00,2025-02-24T06:00:00+00:00,2025-02-25T06:00:00+00:00,0.852346,12.0,0.589479,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0054,toy-0054,invented-recurring,2025-02-24T18:00:00+00:00,2025-02-24T14:50:00+00:00,2025-02-24T14:58:00+00:00,2025-02-24T15:00:00+00:00,2025-02-25T06:00:00+00:00,1.019877,3.0,0.570708,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0055,toy-0055,invented-recurring,2025-02-25T18:00:00+00:00,2025-02-25T05:50:00+00:00,2025-02-25T05:58:00+00:00,2025-02-25T06:00:00+00:00,2025-02-26T06:00:00+00:00,0.829468,12.0,0.647803,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0055,toy-0055,invented-recurring,2025-02-25T18:00:00+00:00,2025-02-25T14:50:00+00:00,2025-02-25T14:58:00+00:00,2025-02-25T15:00:00+00:00,2025-02-26T06:00:00+00:00,-1.366876,3.0,0.420332,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0056,toy-0056,invented-recurring,2025-02-26T18:00:00+00:00,2025-02-26T05:50:00+00:00,2025-02-26T05:58:00+00:00,2025-02-26T06:00:00+00:00,2025-02-27T06:00:00+00:00,0.854739,12.0,0.585557,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0056,toy-0056,invented-recurring,2025-02-26T18:00:00+00:00,2025-02-26T14:50:00+00:00,2025-02-26T14:58:00+00:00,2025-02-26T15:00:00+00:00,2025-02-27T06:00:00+00:00,0.108974,3.0,0.549535,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0057,toy-0057,invented-recurring,2025-02-27T18:00:00+00:00,2025-02-27T05:50:00+00:00,2025-02-27T05:58:00+00:00,2025-02-27T06:00:00+00:00,2025-02-28T06:00:00+00:00,-0.588551,12.0,0.507099,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0057,toy-0057,invented-recurring,2025-02-27T18:00:00+00:00,2025-02-27T14:50:00+00:00,2025-02-27T14:58:00+00:00,2025-02-27T15:00:00+00:00,2025-02-28T06:00:00+00:00,-0.30021,3.0,0.478409,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0058,toy-0058,invented-recurring,2025-02-28T18:00:00+00:00,2025-02-28T05:50:00+00:00,2025-02-28T05:58:00+00:00,2025-02-28T06:00:00+00:00,2025-03-01T06:00:00+00:00,-0.065439,12.0,0.527737,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0058,toy-0058,invented-recurring,2025-02-28T18:00:00+00:00,2025-02-28T14:50:00+00:00,2025-02-28T14:58:00+00:00,2025-02-28T15:00:00+00:00,2025-03-01T06:00:00+00:00,-0.504006,3.0,0.439892,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0059,toy-0059,invented-recurring,2025-03-01T18:00:00+00:00,2025-03-01T05:50:00+00:00,2025-03-01T05:58:00+00:00,2025-03-01T06:00:00+00:00,2025-03-02T06:00:00+00:00,-0.295853,12.0,0.470163,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0059,toy-0059,invented-recurring,2025-03-01T18:00:00+00:00,2025-03-01T14:50:00+00:00,2025-03-01T14:58:00+00:00,2025-03-01T15:00:00+00:00,2025-03-02T06:00:00+00:00,0.037241,3.0,0.46176,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0060,toy-0060,invented-recurring,2025-03-02T18:00:00+00:00,2025-03-02T05:50:00+00:00,2025-03-02T05:58:00+00:00,2025-03-02T06:00:00+00:00,2025-03-03T06:00:00+00:00,1.463154,12.0,0.582789,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0060,toy-0060,invented-recurring,2025-03-02T18:00:00+00:00,2025-03-02T14:50:00+00:00,2025-03-02T14:58:00+00:00,2025-03-02T15:00:00+00:00,2025-03-03T06:00:00+00:00,1.678253,3.0,0.578187,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0061,toy-0061,invented-recurring,2025-03-03T18:00:00+00:00,2025-03-03T05:50:00+00:00,2025-03-03T05:58:00+00:00,2025-03-03T06:00:00+00:00,2025-03-04T06:00:00+00:00,-0.640234,12.0,0.401242,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0061,toy-0061,invented-recurring,2025-03-03T18:00:00+00:00,2025-03-03T14:50:00+00:00,2025-03-03T14:58:00+00:00,2025-03-03T15:00:00+00:00,2025-03-04T06:00:00+00:00,0.140591,3.0,0.522057,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0062,toy-0062,invented-recurring,2025-03-04T18:00:00+00:00,2025-03-04T05:50:00+00:00,2025-03-04T05:58:00+00:00,2025-03-04T06:00:00+00:00,2025-03-05T06:00:00+00:00,-1.647046,12.0,0.327803,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0062,toy-0062,invented-recurring,2025-03-04T18:00:00+00:00,2025-03-04T14:50:00+00:00,2025-03-04T14:58:00+00:00,2025-03-04T15:00:00+00:00,2025-03-05T06:00:00+00:00,-0.432433,3.0,0.385818,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0063,toy-0063,invented-recurring,2025-03-05T18:00:00+00:00,2025-03-05T05:50:00+00:00,2025-03-05T05:58:00+00:00,2025-03-05T06:00:00+00:00,2025-03-06T06:00:00+00:00,-1.951233,12.0,0.25778,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0063,toy-0063,invented-recurring,2025-03-05T18:00:00+00:00,2025-03-05T14:50:00+00:00,2025-03-05T14:58:00+00:00,2025-03-05T15:00:00+00:00,2025-03-06T06:00:00+00:00,-1.08744,3.0,0.502316,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0064,toy-0064,invented-recurring,2025-03-06T18:00:00+00:00,2025-03-06T05:50:00+00:00,2025-03-06T05:58:00+00:00,2025-03-06T06:00:00+00:00,2025-03-07T06:00:00+00:00,-0.857243,12.0,0.458493,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0064,toy-0064,invented-recurring,2025-03-06T18:00:00+00:00,2025-03-06T14:50:00+00:00,2025-03-06T14:58:00+00:00,2025-03-06T15:00:00+00:00,2025-03-07T06:00:00+00:00,-0.194174,3.0,0.55986,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0065,toy-0065,invented-recurring,2025-03-07T18:00:00+00:00,2025-03-07T05:50:00+00:00,2025-03-07T05:58:00+00:00,2025-03-07T06:00:00+00:00,2025-03-08T06:00:00+00:00,0.988083,12.0,0.591403,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0065,toy-0065,invented-recurring,2025-03-07T18:00:00+00:00,2025-03-07T14:50:00+00:00,2025-03-07T14:58:00+00:00,2025-03-07T15:00:00+00:00,2025-03-08T06:00:00+00:00,0.951312,3.0,0.593881,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0066,toy-0066,invented-recurring,2025-03-08T18:00:00+00:00,2025-03-08T05:50:00+00:00,2025-03-08T05:58:00+00:00,2025-03-08T06:00:00+00:00,2025-03-09T06:00:00+00:00,0.548868,12.0,0.577758,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0066,toy-0066,invented-recurring,2025-03-08T18:00:00+00:00,2025-03-08T14:50:00+00:00,2025-03-08T14:58:00+00:00,2025-03-08T15:00:00+00:00,2025-03-09T06:00:00+00:00,0.829381,3.0,0.587087,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0067,toy-0067,invented-recurring,2025-03-09T18:00:00+00:00,2025-03-09T05:50:00+00:00,2025-03-09T05:58:00+00:00,2025-03-09T06:00:00+00:00,2025-03-10T06:00:00+00:00,-1.822671,12.0,0.258653,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0067,toy-0067,invented-recurring,2025-03-09T18:00:00+00:00,2025-03-09T14:50:00+00:00,2025-03-09T14:58:00+00:00,2025-03-09T15:00:00+00:00,2025-03-10T06:00:00+00:00,-1.356887,3.0,0.446265,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0068,toy-0068,invented-recurring,2025-03-10T18:00:00+00:00,2025-03-10T05:50:00+00:00,2025-03-10T05:58:00+00:00,2025-03-10T06:00:00+00:00,2025-03-11T06:00:00+00:00,0.905017,12.0,0.517523,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0068,toy-0068,invented-recurring,2025-03-10T18:00:00+00:00,2025-03-10T14:50:00+00:00,2025-03-10T14:58:00+00:00,2025-03-10T15:00:00+00:00,2025-03-11T06:00:00+00:00,0.616195,3.0,0.43423,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0069,toy-0069,invented-recurring,2025-03-11T18:00:00+00:00,2025-03-11T05:50:00+00:00,2025-03-11T05:58:00+00:00,2025-03-11T06:00:00+00:00,2025-03-12T06:00:00+00:00,0.170952,12.0,0.485045,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0069,toy-0069,invented-recurring,2025-03-11T18:00:00+00:00,2025-03-11T14:50:00+00:00,2025-03-11T14:58:00+00:00,2025-03-11T15:00:00+00:00,2025-03-12T06:00:00+00:00,0.652323,3.0,0.573871,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0070,toy-0070,invented-recurring,2025-03-12T18:00:00+00:00,2025-03-12T05:50:00+00:00,2025-03-12T05:58:00+00:00,2025-03-12T06:00:00+00:00,2025-03-13T06:00:00+00:00,0.051384,12.0,0.451825,0,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0070,toy-0070,invented-recurring,2025-03-12T18:00:00+00:00,2025-03-12T14:50:00+00:00,2025-03-12T14:58:00+00:00,2025-03-12T15:00:00+00:00,2025-03-13T06:00:00+00:00,0.384445,3.0,0.430302,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0071,toy-0071,invented-recurring,2025-03-13T18:00:00+00:00,2025-03-13T05:50:00+00:00,2025-03-13T05:58:00+00:00,2025-03-13T06:00:00+00:00,2025-03-14T06:00:00+00:00,-1.320135,12.0,0.44862,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0071,toy-0071,invented-recurring,2025-03-13T18:00:00+00:00,2025-03-13T14:50:00+00:00,2025-03-13T14:58:00+00:00,2025-03-13T15:00:00+00:00,2025-03-14T06:00:00+00:00,-0.275656,3.0,0.536111,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0072,toy-0072,invented-recurring,2025-03-14T18:00:00+00:00,2025-03-14T05:50:00+00:00,2025-03-14T05:58:00+00:00,2025-03-14T06:00:00+00:00,2025-03-15T06:00:00+00:00,0.012717,12.0,0.447253,0,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0072,toy-0072,invented-recurring,2025-03-14T18:00:00+00:00,2025-03-14T14:50:00+00:00,2025-03-14T14:58:00+00:00,2025-03-14T15:00:00+00:00,2025-03-15T06:00:00+00:00,-0.346264,3.0,0.366462,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0073,toy-0073,invented-recurring,2025-03-15T18:00:00+00:00,2025-03-15T05:50:00+00:00,2025-03-15T05:58:00+00:00,2025-03-15T06:00:00+00:00,2025-03-16T06:00:00+00:00,1.681299,12.0,0.706885,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0073,toy-0073,invented-recurring,2025-03-15T18:00:00+00:00,2025-03-15T14:50:00+00:00,2025-03-15T14:58:00+00:00,2025-03-15T15:00:00+00:00,2025-03-16T06:00:00+00:00,0.919863,3.0,0.616168,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0074,toy-0074,invented-recurring,2025-03-16T18:00:00+00:00,2025-03-16T05:50:00+00:00,2025-03-16T05:58:00+00:00,2025-03-16T06:00:00+00:00,2025-03-17T06:00:00+00:00,2.72946,12.0,0.740469,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0074,toy-0074,invented-recurring,2025-03-16T18:00:00+00:00,2025-03-16T14:50:00+00:00,2025-03-16T14:58:00+00:00,2025-03-16T15:00:00+00:00,2025-03-17T06:00:00+00:00,1.752278,3.0,0.732669,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0075,toy-0075,invented-recurring,2025-03-17T18:00:00+00:00,2025-03-17T05:50:00+00:00,2025-03-17T05:58:00+00:00,2025-03-17T06:00:00+00:00,2025-03-18T06:00:00+00:00,-1.197936,12.0,0.335145,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0075,toy-0075,invented-recurring,2025-03-17T18:00:00+00:00,2025-03-17T14:50:00+00:00,2025-03-17T14:58:00+00:00,2025-03-17T15:00:00+00:00,2025-03-18T06:00:00+00:00,-0.621864,3.0,0.379253,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0076,toy-0076,invented-recurring,2025-03-18T18:00:00+00:00,2025-03-18T05:50:00+00:00,2025-03-18T05:58:00+00:00,2025-03-18T06:00:00+00:00,2025-03-19T06:00:00+00:00,1.049144,12.0,0.65583,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0076,toy-0076,invented-recurring,2025-03-18T18:00:00+00:00,2025-03-18T14:50:00+00:00,2025-03-18T14:58:00+00:00,2025-03-18T15:00:00+00:00,2025-03-19T06:00:00+00:00,0.458067,3.0,0.511229,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0077,toy-0077,invented-recurring,2025-03-19T18:00:00+00:00,2025-03-19T05:50:00+00:00,2025-03-19T05:58:00+00:00,2025-03-19T06:00:00+00:00,2025-03-20T06:00:00+00:00,0.720213,12.0,0.515755,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0077,toy-0077,invented-recurring,2025-03-19T18:00:00+00:00,2025-03-19T14:50:00+00:00,2025-03-19T14:58:00+00:00,2025-03-19T15:00:00+00:00,2025-03-20T06:00:00+00:00,0.509342,3.0,0.620282,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0078,toy-0078,invented-recurring,2025-03-20T18:00:00+00:00,2025-03-20T05:50:00+00:00,2025-03-20T05:58:00+00:00,2025-03-20T06:00:00+00:00,2025-03-21T06:00:00+00:00,-0.225932,12.0,0.528469,0,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0078,toy-0078,invented-recurring,2025-03-20T18:00:00+00:00,2025-03-20T14:50:00+00:00,2025-03-20T14:58:00+00:00,2025-03-20T15:00:00+00:00,2025-03-21T06:00:00+00:00,0.75244,3.0,0.651022,0,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0079,toy-0079,invented-recurring,2025-03-21T18:00:00+00:00,2025-03-21T05:50:00+00:00,2025-03-21T05:58:00+00:00,2025-03-21T06:00:00+00:00,2025-03-22T06:00:00+00:00,-2.132968,12.0,0.308206,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0079,toy-0079,invented-recurring,2025-03-21T18:00:00+00:00,2025-03-21T14:50:00+00:00,2025-03-21T14:58:00+00:00,2025-03-21T15:00:00+00:00,2025-03-22T06:00:00+00:00,-0.642247,3.0,0.346286,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0080,toy-0080,invented-recurring,2025-03-22T18:00:00+00:00,2025-03-22T05:50:00+00:00,2025-03-22T05:58:00+00:00,2025-03-22T06:00:00+00:00,2025-03-23T06:00:00+00:00,-1.791201,12.0,0.315362,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0080,toy-0080,invented-recurring,2025-03-22T18:00:00+00:00,2025-03-22T14:50:00+00:00,2025-03-22T14:58:00+00:00,2025-03-22T15:00:00+00:00,2025-03-23T06:00:00+00:00,-0.259088,3.0,0.559847,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0081,toy-0081,invented-recurring,2025-03-23T18:00:00+00:00,2025-03-23T05:50:00+00:00,2025-03-23T05:58:00+00:00,2025-03-23T06:00:00+00:00,2025-03-24T06:00:00+00:00,-0.373118,12.0,0.492493,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0081,toy-0081,invented-recurring,2025-03-23T18:00:00+00:00,2025-03-23T14:50:00+00:00,2025-03-23T14:58:00+00:00,2025-03-23T15:00:00+00:00,2025-03-24T06:00:00+00:00,0.190866,3.0,0.547407,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0082,toy-0082,invented-recurring,2025-03-24T18:00:00+00:00,2025-03-24T05:50:00+00:00,2025-03-24T05:58:00+00:00,2025-03-24T06:00:00+00:00,2025-03-25T06:00:00+00:00,0.904507,12.0,0.570086,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0082,toy-0082,invented-recurring,2025-03-24T18:00:00+00:00,2025-03-24T14:50:00+00:00,2025-03-24T14:58:00+00:00,2025-03-24T15:00:00+00:00,2025-03-25T06:00:00+00:00,2.028384,3.0,0.711455,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0083,toy-0083,invented-recurring,2025-03-25T18:00:00+00:00,2025-03-25T05:50:00+00:00,2025-03-25T05:58:00+00:00,2025-03-25T06:00:00+00:00,2025-03-26T06:00:00+00:00,0.268786,12.0,0.494149,1,synthetic bulletin reports mixed conditions with 12 hours remaining,True
toy-0083,toy-0083,invented-recurring,2025-03-25T18:00:00+00:00,2025-03-25T14:50:00+00:00,2025-03-25T14:58:00+00:00,2025-03-25T15:00:00+00:00,2025-03-26T06:00:00+00:00,0.748606,3.0,0.579663,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0084,toy-0084,invented-recurring,2025-03-26T18:00:00+00:00,2025-03-26T05:50:00+00:00,2025-03-26T05:58:00+00:00,2025-03-26T06:00:00+00:00,2025-03-27T06:00:00+00:00,-1.027475,12.0,0.384174,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0084,toy-0084,invented-recurring,2025-03-26T18:00:00+00:00,2025-03-26T14:50:00+00:00,2025-03-26T14:58:00+00:00,2025-03-26T15:00:00+00:00,2025-03-27T06:00:00+00:00,0.001,3.0,0.492712,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0085,toy-0085,invented-recurring,2025-03-27T18:00:00+00:00,2025-03-27T05:50:00+00:00,2025-03-27T05:58:00+00:00,2025-03-27T06:00:00+00:00,2025-03-28T06:00:00+00:00,-0.66099,12.0,0.451826,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0085,toy-0085,invented-recurring,2025-03-27T18:00:00+00:00,2025-03-27T14:50:00+00:00,2025-03-27T14:58:00+00:00,2025-03-27T15:00:00+00:00,2025-03-28T06:00:00+00:00,-0.596604,3.0,0.341836,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0086,toy-0086,invented-recurring,2025-03-28T18:00:00+00:00,2025-03-28T05:50:00+00:00,2025-03-28T05:58:00+00:00,2025-03-28T06:00:00+00:00,2025-03-29T06:00:00+00:00,0.378753,12.0,0.456484,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0086,toy-0086,invented-recurring,2025-03-28T18:00:00+00:00,2025-03-28T14:50:00+00:00,2025-03-28T14:58:00+00:00,2025-03-28T15:00:00+00:00,2025-03-29T06:00:00+00:00,-0.423158,3.0,0.434409,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0087,toy-0087,invented-recurring,2025-03-29T18:00:00+00:00,2025-03-29T05:50:00+00:00,2025-03-29T05:58:00+00:00,2025-03-29T06:00:00+00:00,2025-03-30T06:00:00+00:00,2.253095,12.0,0.805544,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0087,toy-0087,invented-recurring,2025-03-29T18:00:00+00:00,2025-03-29T14:50:00+00:00,2025-03-29T14:58:00+00:00,2025-03-29T15:00:00+00:00,2025-03-30T06:00:00+00:00,1.11375,3.0,0.616536,1,synthetic bulletin reports improving conditions with 3 hours remaining,True
toy-0088,toy-0088,invented-recurring,2025-03-30T18:00:00+00:00,2025-03-30T05:50:00+00:00,2025-03-30T05:58:00+00:00,2025-03-30T06:00:00+00:00,2025-03-31T06:00:00+00:00,-0.502336,12.0,0.438899,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0088,toy-0088,invented-recurring,2025-03-30T18:00:00+00:00,2025-03-30T14:50:00+00:00,2025-03-30T14:58:00+00:00,2025-03-30T15:00:00+00:00,2025-03-31T06:00:00+00:00,0.247399,3.0,0.576475,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0089,toy-0089,invented-recurring,2025-03-31T18:00:00+00:00,2025-03-31T05:50:00+00:00,2025-03-31T05:58:00+00:00,2025-03-31T06:00:00+00:00,2025-04-01T06:00:00+00:00,-2.342714,12.0,0.277332,1,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0089,toy-0089,invented-recurring,2025-03-31T18:00:00+00:00,2025-03-31T14:50:00+00:00,2025-03-31T14:58:00+00:00,2025-03-31T15:00:00+00:00,2025-04-01T06:00:00+00:00,-1.919116,3.0,0.283665,1,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0090,toy-0090,invented-recurring,2025-04-01T18:00:00+00:00,2025-04-01T05:50:00+00:00,2025-04-01T05:58:00+00:00,2025-04-01T06:00:00+00:00,2025-04-02T06:00:00+00:00,-1.523748,12.0,0.355675,0,synthetic bulletin reports weakening conditions with 12 hours remaining,True
toy-0090,toy-0090,invented-recurring,2025-04-01T18:00:00+00:00,2025-04-01T14:50:00+00:00,2025-04-01T14:58:00+00:00,2025-04-01T15:00:00+00:00,2025-04-02T06:00:00+00:00,-1.139665,3.0,0.338026,0,synthetic bulletin reports weakening conditions with 3 hours remaining,True
toy-0091,toy-0091,invented-recurring,2025-04-02T18:00:00+00:00,2025-04-02T05:50:00+00:00,2025-04-02T05:58:00+00:00,2025-04-02T06:00:00+00:00,2025-04-03T06:00:00+00:00,0.693682,12.0,0.625777,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0091,toy-0091,invented-recurring,2025-04-02T18:00:00+00:00,2025-04-02T14:50:00+00:00,2025-04-02T14:58:00+00:00,2025-04-02T15:00:00+00:00,2025-04-03T06:00:00+00:00,0.050571,3.0,0.45628,1,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0092,toy-0092,invented-recurring,2025-04-03T18:00:00+00:00,2025-04-03T05:50:00+00:00,2025-04-03T05:58:00+00:00,2025-04-03T06:00:00+00:00,2025-04-04T06:00:00+00:00,1.399223,12.0,0.650586,0,synthetic bulletin reports improving conditions with 12 hours remaining,True
toy-0092,toy-0092,invented-recurring,2025-04-03T18:00:00+00:00,2025-04-03T14:50:00+00:00,2025-04-03T14:58:00+00:00,2025-04-03T15:00:00+00:00,2025-04-04T06:00:00+00:00,-0.178611,3.0,0.439551,0,synthetic bulletin reports mixed conditions with 3 hours remaining,True
toy-0093,toy-0093,invented-recurring,2025-04-04T18:00:00+00:00,2025-04-04T05:50:00+00:00,2025-04-04T05:58:00+00:00,2025-04-04T06:00:00+00:00,2025-04-05T06:00:00+00:00,1.089255,12.0,0.664747,1,synthetic bulletin reports improving conditions with 12 hours remaining,True
